id,Sentence,Sentiment,SentimentNumerical
1519,the net sales of the power plants business were eur 7103 million in 2005,neutral,2
2325,operating loss totalled eur 32 mn compared to a profit of eur 72 mn in the third quarter of 2008,negative,0
1991,bac in for swing trade looks like want go up,positive,1
1236,in q1 of 2009 bank of land s net interest income weakened by 10 to eur 91 mn,negative,0
449,lead production in turn should increase to 60000 tonnes through 2009 in what would be a twofold increase from current capacity levels zahariev said,positive,1
749,sbux getting sold here,negative,0
1061,the plant is expected to start production in the first half of 2007,neutral,2
977,ftse 100 drops 25 pct on glencore metals price fears,negative,0
1953,the group s 12month operating profit grew 31 percent to 3378 million euros,positive,1
128,adanac molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia canada while shalkiya zinc of kazakhstan has awarded a contract for grinding technology for the shalkiya zinclead project in kazakhstan,positive,1
2329,aberdeen am posts h1 outflows says conditions to remain challenging,negative,0
2169,the measures result from weak demand in the shipbuilding industry,negative,0
1678,cern consolidating above 50 200 ma nice long entry here w stop below 10 ma targeting 70 area,positive,1
1425,on the other hand finnish sawmills production has decreased even more,negative,0
1371,finnish textiles and clothing group marimekko oyj posted a net profit of 799 mln euro 104 mln for 2006 compared to 84 mln euro 109 mln for 2005,negative,0
1796,sainsburys says to outperform rivals in tough market,positive,1
1316,the most loyal customers were found in the bank of land with an index of 80,positive,1
184,ssh communications security corp stock exchange release october 14 2008 at 245 pm the company updates its full year outlook and estimates its results to remain at loss for the full year,negative,0
2038,consumers have very well received our packed fresh meat,positive,1
1257,the aim is to convert the plants into flexible manufacturers of new and technologically demanding products,positive,1
2570,provides summary of the medical equipment pipeline products that the company is developing,neutral,2
506,arvo vuorenmaa the loviisa plant s general manager said the application for the new licence was a standard procedure and that he was quite confident about approval being granted,positive,1
1204,tza is a rocket ship,positive,1
1026,the stock was hit by the profit warning of finnish rival rautaruukki oyj omx rtrks,negative,0
1771,market share decreased on the route between helsinki in finland and tallinn in estonia by 01 percentage points to 248,negative,0
2472,rbi surprises street sensex pares gains after hitting mount 30k,negative,0
370,elsewhere the tendency is towards more developed packaging than before,neutral,2
1215,demand for fireplace products was lower than expected especially in germany,negative,0
2287,ugaz will this cold put a dent in the massive horizontal rig production who knows httpstkscop1v6p,negative,0
1524,finnish investment group norvestia oyj said its net profit fell to 235 mln euro 306 mln in 2006 from 335 mln euro 436 mln in 2005,negative,0
111,the estonian electronic components factory elcoteq is running out of material because of the closure of air traffic,negative,0
2158,shares in bae systems hit 10month high on rating upgrade,positive,1
846,what is up with hk from jan to now its been a sinking ship,negative,0
646,alexandria va march 28 pertti salmi and hanna vuolteenaho both of oulu finland and sami viitasaari of ii finland have developed an ornamental design for a handset the us patent trademark office announced,neutral,2
2161,biohit and vwr have been in close cooperation for a number of years in the us where biohit is one of vwr s focus suppliers,positive,1
1907,bp statoil to withdraw staff from algeria following rocket attack,negative,0
266,according to acnielsen s scantrack study for the period week 10 of 2005 to week 9 of 2006 cocacola is the market leader in soft drinks in finland,positive,1
1997,the group s turnover in 2006 was eur 392 million and operating profit was eur 39 million,neutral,2
2167,however the company saw its net profit for the third quarter down to eur 14 million from eur 15 million for the corresponding period of 2009,negative,0
742,update 1cypress semiconductor offers to buy integrated silicon solution,positive,1
1646,the acquisition will have an immediate positive impact on aspocomp s financial result,positive,1
2001,both operating profit and net sales for the threemonth period increased respectively from eur15 1 m and eur131 5 m as compared to the corresponding period in 2005,positive,1
575,llc a voice and data management solution provider to wireless companies with operations worldwide will be transferring its us deployment operations to the finnish mobile giant which includes civil works and site acquisition services,neutral,2
2035,more than a third of the original participants dropped out due to nausea and other side effects,negative,0
602,apple breaks major support here are some levels to watch httpstkscojrmw aapl qqq,negative,0
394,finnish scanfil a systems supplier and contract manufacturer to the communications sector and the electronics industry reports net sales of eur 496 mn in the first quarter of 2009 which are only a per cent smaller than in the corresponding period in 2008,negative,0
1242,lg still paying price for dividend cut during crisis chief says,negative,0
555,we continued actively to focus rd and to position our offering away from point solutions towards dynamic endtoend solutions ervio stated,positive,1
1682,the value of orders on hand totaled eur 2371 mn,neutral,2
2170,nokia s share price fell less than one percent to 1870 euros 2541 in helsinki while siemens shares fell 102 percent to 9019 euros 12257 in frankfurt,neutral,2
1368,the baltimore police and fire pension which has about 15 billion lost about 35 million in madoff ponzi scheme,negative,0
2490,the lithuanian beer market made up 1441 million liters in january a rise of 08 percent from the yearearlier figure the lithuanian brewers association reporting citing the results from its members,positive,1
415,progress group qpr s representative in saudi arabia and north africa has signed a framework agreement for a long term strategic relationship with ise,positive,1
